page,product,brand,price,image,type,price_level
https://us.shein.com/Braided-Round-Crossbody-Bag-p-711214-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Braided Round Crossbody Bag,shein,less $50,http://img.ltwebstatic.com/images2_pi/2019/04/19/15556597081756339471_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Random-Twist-Lock-PU-Flap-Chain-Bag-p-449788-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Random Twist Lock  PU Flap Chain Bag,shein,less $50,http://img.ltwebstatic.com/images/pi/201803/5b/15205839419260568102_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Croc-Embossed-Flap-Crossbody-Bag-p-975925-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Croc Embossed Flap Crossbody Bag,shein,less $50,http://img.ltwebstatic.com/images3_pi/2019/12/19/15767439334a7c8c772e8b50515632d6f07b487c9c_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Tassel-Decor-Bucket-Bag-With-Drawstring-p-695009-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Tassel Decor Bucket Bag With Drawstring,shein,less $50,http://img.ltwebstatic.com/images2_pi/2019/03/12/15523779383654050067_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Metal-Lock-Detail-Croc-Chain-Bag-p-913963-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Metal Lock Detail Croc Chain Bag,shein,less $50,http://img.ltwebstatic.com/images3_pi/2019/11/08/1573176391fea1fd48d1e1b1a8d587ba7989b8e219_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Metal-Decor-Flap-Crossbody-Bag-p-834674-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Metal Decor Flap Crossbody Bag,shein,less $50,http://img.ltwebstatic.com/images2_pi/2019/08/29/15670731153261139140_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Push-Lock-Chain-Crossbody-Bag-p-711920-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Push Lock Chain Crossbody Bag,shein,less $50,http://img.ltwebstatic.com/images2_pi/2019/04/03/15542808173380771647_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Minimalist-Quilted-Crossbody-Bag-p-976041-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Minimalist Quilted Crossbody Bag,shein,less $50,http://img.ltwebstatic.com/images3_pi/2019/12/19/157674503993e2101a1100c5cb73a6088632af8fd9_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Buckle-Decor-Flap-Chain-Bag-p-714653-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Buckle Decor Flap Chain Bag,shein,less $50,http://img.ltwebstatic.com/images2_pi/2019/04/09/15547925061864280170_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Faux-Pearl-Decor-Tweed-Chain-Bag-p-794547-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Faux Pearl Decor Tweed Chain Bag,shein,less $50,http://img.ltwebstatic.com/images2_pi/2019/07/15/156318789366269140_thumbnail_405x552.jpg,shein_crossbody,less 50
